标签,疾病名字,top3,top5,top8,top10,备注：该类别训练样本数
5284.0,角膜囊肿,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
5285.0,角膜异物,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
5286.0,角膜水肿,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),1
5287.0,角膜混浊,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),2
5288.0,角膜溃疡,0.0(0/46),0.0(0/46),0.0(0/46),0.0(0/46),3
5289.0,角膜溶解,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),1
5290.0,角膜炎,0.71(20/28),0.71(20/28),0.71(20/28),0.71(20/28),3
5291.0,角膜白斑,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),2
5292.0,角膜穿孔,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
5293.0,角膜穿通伤,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
5294.0,角膜穿通伤伴虹膜脱出,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),1
5295.0,角膜裂伤,0.60(14/23),0.60(14/23),0.60(14/23),0.60(14/23),3
5296.0,角质层下小脓疱性皮肤病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5297.0,言语困难,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
5298.0,言语障碍,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5299.0,认知障碍,0.55(15/27),0.55(15/27),1.0(27/27),1.0(27/27),2
5300.0,试产失败,0.0(0/46),0.0(0/46),0.0(0/46),0.0(0/46),54
5301.0,败血症,0.5(16/32),0.5(16/32),0.5(16/32),1.0(32/32),2
5302.0,贫血,0.14(4/28),0.32(9/28),0.53(15/28),0.53(15/28),17
5303.0,贫血性心脏病,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
5304.0,贲门口恶性肿瘤,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),3
5305.0,贲门口狭窄,0.37(12/32),0.37(12/32),0.37(12/32),0.37(12/32),3
5306.0,贲门失弛缓,0.62(15/24),0.66(16/24),0.75(18/24),0.75(18/24),20
5307.0,贲门息肉,0.10(4/37),0.10(4/37),0.10(4/37),0.10(4/37),10
5308.0,贲门恶性肿瘤,0.03(1/30),0.03(1/30),0.03(1/30),0.03(1/30),48
5309.0,贲门撕裂症,0.0(0/38),0.0(0/38),0.02(1/38),0.02(1/38),22
5310.0,贲门溃疡,0.22(7/31),0.22(7/31),0.22(7/31),0.22(7/31),4
5311.0,贲门炎,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
5312.0,贲门良性肿瘤,0.44(11/25),0.44(11/25),0.44(11/25),0.44(11/25),2
5313.0,费舍综合征[Miller-Fisher综合征],0.30(12/39),0.30(12/39),0.30(12/39),0.51(20/39),4
5314.0,起搏器周围组织感染,0.20(6/29),0.51(15/29),0.68(20/29),0.68(20/29),5
5315.0,足先露,0.5(14/28),0.5(14/28),0.5(14/28),0.5(14/28),3
5316.0,足月小样儿,0.0(0/31),0.0(0/31),0.22(7/31),0.77(24/31),10
5317.0,足月胎膜早破(在1-7天内产程开始),0.03(1/30),0.06(2/30),0.06(2/30),0.06(2/30),74
5318.0,足月胎膜早破(在24小时之内产程开始),0.0(0/30),0.0(0/30),0.03(1/30),0.06(2/30),476
5319.0,足溃疡,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5320.0,足癣,0.87(29/33),0.87(29/33),0.87(29/33),0.87(29/33),7
5321.0,足皮肤感染,0.63(19/30),0.63(19/30),0.63(19/30),0.63(19/30),3
5322.0,足纤维瘤病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5323.0,足结核,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5324.0,足肿物,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),4
5325.0,足脂肪瘤,0.42(12/28),0.42(12/28),0.42(12/28),0.42(12/28),2
5326.0,足蜂窝织炎,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
5327.0,足软组织感染,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
5328.0,足部损伤,1.0(18/18),1.0(18/18),1.0(18/18),1.0(18/18),1
5329.0,足部皮肤恶性肿瘤,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
5330.0,足部结缔组织良性肿瘤,0.53(17/32),0.53(17/32),0.53(17/32),0.53(17/32),2
5331.0,足部良性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
5332.0,趾动脉粥样硬化性坏疽,0.45(14/31),0.45(14/31),0.45(14/31),0.45(14/31),2
5333.0,趾坏疽,0.15(4/26),0.30(8/26),0.30(8/26),0.30(8/26),6
5334.0,趾甲沟炎,0.67(27/40),0.67(27/40),0.67(27/40),0.67(27/40),2
5335.0,趾肌腱损伤,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5336.0,趾骨关节病,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5337.0,趾骨肿物,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),1
5338.0,趾骨良性肿瘤,0.0(0/33),0.30(10/33),0.30(10/33),0.30(10/33),4
5339.0,趾骨骨折,0.62(17/27),0.62(17/27),0.62(17/27),0.77(21/27),4
5340.0,跖趾关节骨性关节病,0.0(0/33),0.0(0/33),0.0(0/33),0.36(12/33),3
5341.0,跖骨关节病,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),3
5342.0,跖骨基底骨折,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),2
5343.0,跖骨骨折,0.06(2/29),0.06(2/29),0.06(2/29),0.10(3/29),36
5344.0,跗跖关节骨折脱位[Lisfranc骨折脱位],0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
5345.0,距骨骨折,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5346.0,跟腱损伤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
5347.0,跟腱断裂,0.0(0/31),0.06(2/31),0.06(2/31),0.06(2/31),81
5348.0,跟腱滑囊炎,0.51(17/33),0.51(17/33),0.51(17/33),0.51(17/33),2
5349.0,跟腱炎,0.0(0/31),0.0(0/31),0.29(9/31),0.29(9/31),6
5350.0,跟骨骨折,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),77
5351.0,路易体痴呆,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
5352.0,踝关节创伤性关节病,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),4
5353.0,踝关节扭伤,0.38(12/31),0.38(12/31),0.38(12/31),0.38(12/31),3
5354.0,踝关节脱位,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),2
5355.0,踝关节骨折,0.20(5/24),0.29(7/24),0.5(12/24),0.54(13/24),308
5356.0,踝部开放性损伤伴脱位,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
5357.0,踝部良性肿瘤,0.3(9/30),0.3(9/30),0.3(9/30),0.3(9/30),2
5358.0,踝骨骨折,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),3
5359.0,蹼状阴茎[阴茎阴囊融合],0.0(0/26),0.0(0/26),0.0(0/26),0.0(0/26),1
5360.0,身体浅表异物,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),3
5361.0,身体浅表挫伤,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
5362.0,躯体化障碍,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),3
5363.0,躯体症状障碍,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),2
5364.0,躯干恶性肿瘤,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5365.0,躯干皮下囊肿,0.0(0/42),0.0(0/42),0.0(0/42),0.0(0/42),10
5366.0,躯干皮肤原位癌,1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),4
5367.0,躯干皮肤恶性肿瘤,0.5(14/28),0.5(14/28),0.5(14/28),0.5(14/28),5
5368.0,躯干皮肤感染,0.61(21/34),0.61(21/34),0.61(21/34),0.61(21/34),4
5369.0,躯干皮肤良性肿瘤,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),3
5370.0,躯干结缔组织恶性肿瘤,0.0(0/25),0.0(0/25),0.0(0/25),0.0(0/25),1
5371.0,躯干结缔组织良性肿瘤,0.58(14/24),0.58(14/24),0.58(14/24),0.58(14/24),3
5372.0,躯干继发恶性肿瘤,0.0(0/40),0.0(0/40),0.0(0/40),0.0(0/40),2
5373.0,躯干肌肉损伤,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5374.0,躯干肿物,0.0(0/25),0.0(0/25),0.0(0/25),0.24(6/25),24
5375.0,躯干脂肪瘤,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),88
5376.0,躯干良性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),6
5377.0,躯干血管瘤,0.0(0/37),0.0(0/37),0.0(0/37),0.0(0/37),3
5378.0,躯干部疖,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
5379.0,轮状病毒性肠炎,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
5380.0,软组织恶性肿瘤,0.43(10/23),0.43(10/23),0.65(15/23),0.65(15/23),3
5381.0,软组织感染,0.36(12/33),0.45(15/33),0.54(18/33),0.54(18/33),10
5382.0,软组织挫伤,0.0(0/28),0.0(0/28),0.0(0/28),0.0(0/28),1
5383.0,软腭脓肿,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5384.0,轻度妊娠剧吐,0.73(25/34),0.73(25/34),0.73(25/34),1.0(34/34),5
5385.0,轻度子痫前期,0.0(0/35),0.02(1/35),0.02(1/35),0.02(1/35),121
5386.0,轻度肺动脉高压,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
5387.0,轻度认知障碍,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
5388.0,轻度贫血,0.53(15/28),0.53(15/28),0.53(15/28),0.53(15/28),3
5389.0,轻链肾病,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
5390.0,输卵管伞部妊娠,0.68(22/32),0.68(22/32),0.68(22/32),0.68(22/32),3
5391.0,输卵管伞部妊娠流产,0.27(10/37),0.27(10/37),0.27(10/37),0.27(10/37),7
5392.0,输卵管伞部妊娠破裂,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
5393.0,输卵管包裹性积液,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
5394.0,输卵管卵巢囊肿,0.20(6/29),0.20(6/29),0.20(6/29),0.20(6/29),4
5395.0,输卵管卵巢脓肿,0.69(18/26),0.69(18/26),0.69(18/26),0.92(24/26),10
5396.0,输卵管及卵巢恶性肿瘤,0.62(17/27),0.70(19/27),0.70(19/27),0.70(19/27),8
5397.0,输卵管囊肿,0.0(0/29),0.0(0/29),0.0(0/29),0.0(0/29),2
5398.0,输卵管壶腹部妊娠,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),138
5399.0,输卵管壶腹部妊娠流产,0.0(0/33),0.0(0/33),0.0(0/33),0.03(1/33),60
5400.0,输卵管壶腹部妊娠破裂,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),63
5401.0,输卵管妊娠,0.0(0/32),0.0(0/32),0.03(1/32),0.06(2/32),120
5402.0,输卵管妊娠流产,0.78(18/23),0.78(18/23),0.82(19/23),1.0(23/23),48
5403.0,输卵管妊娠破裂,0.81(18/22),0.86(19/22),0.90(20/22),0.95(21/22),48
5404.0,输卵管峡部妊娠,0.06(2/29),0.06(2/29),0.06(2/29),0.24(7/29),11
5405.0,输卵管峡部妊娠流产,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),6
5406.0,输卵管峡部妊娠破裂,0.37(11/29),0.41(12/29),0.48(14/29),0.48(14/29),35
5407.0,输卵管异位,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
5408.0,输卵管恶性肿瘤,0.5(13/26),0.5(13/26),0.5(13/26),0.5(13/26),5
5409.0,输卵管扭转,0.0(0/40),0.0(0/40),0.0(0/40),0.0(0/40),5
5410.0,输卵管炎,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),1
5411.0,输卵管积水,0.0(0/42),0.0(0/42),0.0(0/42),0.0(0/42),34
5412.0,输卵管积脓,0.5(12/24),0.5(12/24),0.66(16/24),0.66(16/24),7
5413.0,输卵管粘连,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),2
5414.0,输卵管系膜囊肿,0.0(0/27),0.03(1/27),0.07(2/27),0.11(3/27),77
5415.0,输卵管结核,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),1
5416.0,输卵管脓肿,0.45(14/31),0.45(14/31),0.45(14/31),0.45(14/31),7
5417.0,输卵管良性肿瘤,0.08(2/25),0.08(2/25),0.08(2/25),0.28(7/25),4
5418.0,输卵管间质部妊娠,0.38(10/26),0.46(12/26),0.65(17/26),0.73(19/26),14
5419.0,输卵管间质部妊娠破裂,0.75(27/36),0.75(27/36),0.75(27/36),0.75(27/36),3
5420.0,输卵管阻塞性不孕,0.1(3/30),0.1(3/30),0.1(3/30),0.1(3/30),5
5421.0,输尿管下段结石,0.61(21/34),0.61(21/34),0.61(21/34),0.61(21/34),2
5422.0,输尿管交界性肿瘤,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),1
5423.0,输尿管内异物,0.0(0/34),0.0(0/34),0.0(0/34),0.0(0/34),1
5424.0,输尿管占位性病变,0.12(4/31),0.12(4/31),0.16(5/31),0.16(5/31),31
5425.0,输尿管原位癌,0.0(0/35),0.08(3/35),0.08(3/35),0.08(3/35),12
5426.0,输尿管口恶性肿瘤,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),15
5427.0,输尿管囊肿,0.06(2/31),0.12(4/31),0.12(4/31),0.19(6/31),16
5428.0,输尿管子宫内膜异位症,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),3
5429.0,输尿管息肉,0.31(10/32),0.31(10/32),0.31(10/32),0.31(10/32),3
5430.0,输尿管恶性肿瘤,0.10(3/29),0.10(3/29),0.13(4/29),0.13(4/29),84
5431.0,输尿管扩张,0.05(2/34),0.05(2/34),0.05(2/34),0.05(2/34),12
5432.0,输尿管支架感染,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
5433.0,输尿管支架置入术后,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),2
5434.0,输尿管梗阻,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),22
5435.0,输尿管炎,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),2
5436.0,输尿管狭窄,0.0(0/28),0.0(0/28),0.07(2/28),0.07(2/28),95
5437.0,输尿管瘘,0.0(0/27),0.0(0/27),0.18(5/27),0.18(5/27),5
5438.0,输尿管结核,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5439.0,输尿管结石,0.03(1/26),0.23(6/26),0.34(9/26),0.38(10/26),731
5440.0,输尿管继发恶性肿瘤,0.55(16/29),0.55(16/29),0.55(16/29),0.55(16/29),2
5441.0,输尿管膀胱吻合口狭窄,0.0(0/39),0.0(0/39),0.0(0/39),0.0(0/39),3
5442.0,输尿管造口狭窄,0.18(5/27),0.18(5/27),0.44(12/27),0.44(12/27),5
5443.0,输尿管阴道瘘,0.15(5/33),0.15(5/33),0.15(5/33),0.15(5/33),6
5444.0,输注泵的调整和管理,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),6
5445.0,输精管梗阻,0.0(0/30),0.0(0/30),0.0(0/30),0.0(0/30),2
5446.0,输精管炎,0.21(7/32),0.21(7/32),0.21(7/32),0.21(7/32),4
5447.0,输精管结扎术后复通,0.0(0/26),0.0(0/26),0.0(0/26),0.0(0/26),6
5448.0,输精管绝育术后成形术,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
5449.0,辛硫磷中毒,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5450.0,边缘叶脑炎,0.0(0/32),0.0(0/32),1.0(32/32),1.0(32/32),1
5451.0,边缘性前置胎盘,0.43(10/23),0.78(18/23),0.86(20/23),0.91(21/23),55
5452.0,边缘性前置胎盘伴出血,0.23(7/30),0.23(7/30),0.23(7/30),0.23(7/30),13
5453.0,过敏反应,1.0(24/24),1.0(24/24),1.0(24/24),1.0(24/24),1
5454.0,过敏性休克,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5455.0,过敏性咽喉炎,0.17(6/34),0.35(12/34),0.76(26/34),0.76(26/34),5
5456.0,过敏性支气管肺疾患,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),1
5457.0,过敏性皮炎,0.69(18/26),0.73(19/26),0.73(19/26),0.80(21/26),36
5458.0,过敏性皮疹,0.38(13/34),0.38(13/34),0.38(13/34),0.38(13/34),4
5459.0,过敏性紫癜,0.19(6/31),0.19(6/31),0.19(6/31),0.19(6/31),23
5460.0,过敏性紫癜(混合型),1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),9
5461.0,过敏性紫癜(皮肤型),0.69(18/26),0.69(18/26),0.88(23/26),0.88(23/26),20
5462.0,过敏性紫癜(腹型),1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),4
5463.0,过敏性紫癜性肾炎,0.41(12/29),0.41(12/29),0.41(12/29),0.41(12/29),17
5464.0,过敏性肠炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5465.0,过敏性肺炎[外源性过敏性肺泡炎],0.48(13/27),0.55(15/27),0.59(16/27),0.59(16/27),87
5466.0,过敏性腹泻,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5467.0,过敏性鼻炎[变应性鼻炎],0.48(14/29),0.79(23/29),0.79(23/29),0.79(23/29),11
5468.0,过敏性鼻炎伴哮喘,0.60(20/33),0.60(20/33),0.60(20/33),1.0(33/33),3
5469.0,运动神经元变性病,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),1
5470.0,运动神经元病,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5471.0,进食障碍,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
5472.0,迟发性尺神经炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5473.0,迷走神经性晕厥,0.46(13/28),0.85(24/28),1.0(28/28),1.0(28/28),12
5474.0,迷走神经良性肿瘤,0.42(11/26),1.0(26/26),1.0(26/26),1.0(26/26),2
5475.0,迷路炎[内耳炎],1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5476.0,退行性主动脉瓣疾患,0.66(20/30),0.66(20/30),0.66(20/30),0.66(20/30),3
5477.0,透析导管引起的机械性并发症,0.76(19/25),0.76(19/25),0.76(19/25),0.76(19/25),3
5478.0,造瘘口旁疝,0.0(0/35),0.0(0/35),0.0(0/35),0.0(0/35),1
5479.0,逼尿肌无力,0.38(12/31),0.51(16/31),0.67(21/31),0.67(21/31),9
5480.0,遗传性出血性毛细血管扩张症,0.68(22/32),1.0(32/32),1.0(32/32),1.0(32/32),6
5481.0,遗传性嗜酸粒细胞增多,0.69(23/33),0.69(23/33),0.69(23/33),0.69(23/33),8
5482.0,遗传性球形红细胞增多症,0.23(9/38),0.23(9/38),0.23(9/38),0.23(9/38),5
5483.0,遗传性痉挛性截瘫[Strumpell-Lorrain病],1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),2
5484.0,遗忘,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
5485.0,避孕环嵌顿,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),73
5486.0,避孕环残留,0.0(0/25),0.0(0/25),0.0(0/25),0.2(5/25),10
5487.0,避孕环移位,0.12(4/31),0.12(4/31),0.12(4/31),0.12(4/31),9
5488.0,部分性前置胎盘,0.0(0/38),0.0(0/38),0.0(0/38),0.0(0/38),1
5489.0,部分性前置胎盘伴出血,0.75(21/28),1.0(28/28),1.0(28/28),1.0(28/28),3
5490.0,部分性葡萄胎,0.06(3/45),0.06(3/45),0.06(3/45),0.06(3/45),11
5491.0,酒精中毒性周围神经病,0.57(22/38),0.57(22/38),0.57(22/38),0.81(31/38),4
5492.0,酒精中毒性脑病,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),4
5493.0,酒精依赖综合征,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5494.0,酒精性心肌病,0.0(0/36),0.0(0/36),0.0(0/36),0.0(0/36),1
5495.0,酒精性急性胰腺炎,0.76(26/34),0.76(26/34),0.76(26/34),0.76(26/34),3
5496.0,酒精性慢性胰腺炎,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5497.0,酒精性肌病,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5498.0,酒精性肝炎,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
5499.0,酒精性肝病,0.64(16/25),0.64(16/25),0.64(16/25),0.68(17/25),14
5500.0,酒精性肝硬化,0.17(5/29),0.24(7/29),0.31(9/29),0.34(10/29),42
5501.0,酒精性肝硬化伴胃底静脉曲张,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
5502.0,酒精性肝硬化伴胃底静脉曲张破裂出血,1.0(19/19),1.0(19/19),1.0(19/19),1.0(19/19),2
5503.0,酒精性肝硬化伴食管胃底静脉曲张,0.38(12/31),0.54(17/31),0.64(20/31),0.64(20/31),9
5504.0,酒精性肝硬化伴食管胃底静脉曲张破裂出血,1.0(20/20),1.0(20/20),1.0(20/20),1.0(20/20),6
5505.0,酒精性肝硬化伴食管静脉曲张,0.64(18/28),0.71(20/28),0.71(20/28),0.71(20/28),17
5506.0,酒精性肝硬化伴食管静脉曲张破裂出血,0.13(5/38),0.13(5/38),0.28(11/38),0.28(11/38),11
5507.0,酒精性脂肪肝,0.88(24/27),0.88(24/27),0.88(24/27),0.88(24/27),6
5508.0,酒精戒断状态,0.45(11/24),0.45(11/24),0.45(11/24),1.0(24/24),2
5509.0,酮症,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),2
5510.0,酸中毒,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5511.0,酸性物质化学伤,1.0(34/34),1.0(34/34),1.0(34/34),1.0(34/34),1
5512.0,醛固酮增多症,0.45(19/42),0.45(19/42),0.45(19/42),0.45(19/42),2
5513.0,重叠综合征,1.0(21/21),1.0(21/21),1.0(21/21),1.0(21/21),7
5514.0,重复肾,0.25(8/32),0.25(8/32),0.25(8/32),0.25(8/32),6
5515.0,重度子痫前期,0.0(0/34),0.02(1/34),0.02(1/34),0.02(1/34),159
5516.0,重度肺动脉高压,1.0(31/31),1.0(31/31),1.0(31/31),1.0(31/31),5
5517.0,重度胎盘早剥,0.42(12/28),0.42(12/28),0.42(12/28),0.42(12/28),4
5518.0,重度营养不良伴消瘦,0.0(0/44),0.0(0/44),0.0(0/44),0.38(17/44),2
5519.0,重度贫血,0.53(16/30),0.53(16/30),0.53(16/30),0.53(16/30),23
5520.0,重度骨关节病,1.0(36/36),1.0(36/36),1.0(36/36),1.0(36/36),1
5521.0,重度骨质疏松,0.59(19/32),0.59(19/32),0.59(19/32),0.59(19/32),3
5522.0,重症哮喘,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),3
5523.0,重症肌无力,0.48(13/27),0.59(16/27),0.62(17/27),0.62(17/27),37
5524.0,重症肌无力(眼肌型),1.0(23/23),1.0(23/23),1.0(23/23),1.0(23/23),1
5525.0,重症肌无力危象,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5526.0,重症肺炎,0.47(10/21),0.52(11/21),0.61(13/21),0.61(13/21),377
5527.0,重症药疹,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
5528.0,金黄色葡萄球菌败血症,1.0(22/22),1.0(22/22),1.0(22/22),1.0(22/22),5
5529.0,钙化性肌腱炎,0.0(0/36),0.0(0/36),0.5(18/36),0.5(18/36),3
5530.0,铅中毒,0.19(5/26),0.23(6/26),0.26(7/26),0.26(7/26),151
5531.0,铅中毒史,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),1
5532.0,铊中毒,0.87(29/33),0.87(29/33),0.87(29/33),0.87(29/33),7
5533.0,铍病,1.0(38/38),1.0(38/38),1.0(38/38),1.0(38/38),1
5534.0,银屑病,0.83(31/37),0.83(31/37),1.0(37/37),1.0(37/37),6
5535.0,铸工尘肺,0.45(16/35),0.57(20/35),0.57(20/35),0.57(20/35),79
5536.0,链球菌性心内膜炎,1.0(32/32),1.0(32/32),1.0(32/32),1.0(32/32),1
5537.0,链球菌性肺炎,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5538.0,链球菌感染,0.7(21/30),0.7(21/30),0.7(21/30),0.7(21/30),3
5539.0,链球菌感染综合征,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),3
5540.0,链球菌败血症,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
5541.0,锁骨上淋巴结继发恶性肿瘤,0.06(2/31),0.12(4/31),0.12(4/31),0.12(4/31),12
5542.0,锁骨上淋巴结肿大,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),1
5543.0,锁骨上继发恶性肿瘤,1.0(35/35),1.0(35/35),1.0(35/35),1.0(35/35),1
5544.0,锁骨下动脉动脉瘤,0.0(0/32),0.0(0/32),0.0(0/32),0.0(0/32),1
5545.0,锁骨下动脉斑块,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5546.0,锁骨下动脉溃疡,1.0(27/27),1.0(27/27),1.0(27/27),1.0(27/27),1
5547.0,锁骨下动脉狭窄,0.03(1/30),0.03(1/30),0.03(1/30),0.1(3/30),165
5548.0,锁骨下动脉瘤,1.0(28/28),1.0(28/28),1.0(28/28),1.0(28/28),1
5549.0,锁骨下动脉盗血综合征,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),1
5550.0,锁骨下动脉闭塞,0.02(1/34),0.02(1/34),0.08(3/34),0.08(3/34),20
5551.0,锁骨下盗血综合征伴锁骨下动脉狭窄,0.0(0/43),0.0(0/43),0.0(0/43),0.0(0/43),16
5552.0,锁骨下盗血综合征伴锁骨下动脉闭塞,0.17(6/35),0.17(6/35),0.17(6/35),0.37(13/35),7
5553.0,锁骨下静脉血栓形成,1.0(29/29),1.0(29/29),1.0(29/29),1.0(29/29),2
5554.0,锁骨干骨折,0.28(9/32),0.40(13/32),0.40(13/32),0.40(13/32),5
5555.0,锁骨恶性肿瘤,0.0(0/33),1.0(33/33),1.0(33/33),1.0(33/33),1
5556.0,锁骨肩峰端骨折,1.0(25/25),1.0(25/25),1.0(25/25),1.0(25/25),1
5557.0,锁骨肿物,1.0(30/30),1.0(30/30),1.0(30/30),1.0(30/30),1
5558.0,锁骨良性肿瘤,0.0(0/31),0.0(0/31),0.0(0/31),0.0(0/31),1
5559.0,锁骨骨折,0.0(0/25),0.04(1/25),0.16(4/25),0.24(6/25),286
5560.0,错构瘤,0.0(0/33),0.0(0/33),0.0(0/33),0.0(0/33),1
5561.0,锥体外系综合征,1.0(33/33),1.0(33/33),1.0(33/33),1.0(33/33),2
5562.0,锰中毒,0.85(24/28),0.85(24/28),0.85(24/28),0.85(24/28),9
5563.0,长QT综合征,1.0(26/26),1.0(26/26),1.0(26/26),1.0(26/26),2
